participant_id,gender,ethnicity,country,age,age_prolific,age_diff,global_check,attention_check1_numeric,attention_check2_numeric,attention_check1,attention_check2,attention_check3,self_exclude,bot_check,completeness_check,age_check,completion_time_check,completion_time,desirability_poop,desirability_chocolate,classic_poop,classic_chocolate,original_poop,original_chocolate,classic_poop_pos_neg,classic_poop_pleasant_unpleasant,classic_poop_good_bad,classic_chocolate_pos_neg,classic_chocolate_pleasant_unpleasant,classic_chocolate_good_bad,original_poop_like,original_poop_attention_capturing,original_poop_unusual,original_poop_figure_out,original_poop_positive,original_poop_fixtated,original_poop_look_away,original_poop_focused,original_poop_negative,original_poop_disgusting,original_poop_appealing,original_poop_eye_catching,original_poop_attractive,original_poop_avoid_looking,original_chocolate_like,original_chocolate_attention_capturing,original_chocolate_unusual,original_chocolate_figure_out,original_chocolate_positive,original_chocolate_fixtated,original_chocolate_look_away,original_chocolate_focused,original_chocolate_negative,original_chocolate_disgusting,original_chocolate_appealing,original_chocolate_eye_catching,original_chocolate_attractive,original_chocolate_avoid_looking,pedophile,love,murder,vacation,racist,shrewd,honest,dishonest,mcdonalds,burgerking,conservatives,liberals,girls_skirts,boys_skirts,cats_legs,fish_legs
44498,male,White,United Kingdom,34,34,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,922,1,4,1,5,1.5714285714285714,4.357142857142857,1,1,1,5,5,5,1,3,5,1,1,1,1,1,1,1,1,3,1,1,4,5,1,1,5,1,7,1,7,7,5,5,5,7,1,7,1,5,1,5,7,1,1,1,3,6,7,1,7,1
9071b,male,White,United Kingdom,66,66,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,284,1,7,2,7,2.5,5.928571428571429,3,1,2,7,7,7,1,5,1,4,2,2,3,4,3,2,1,3,1,3,7,6,1,4,6,6,7,6,7,7,7,6,6,7,1,6,1,6,2,4,6,2,6,6,5,4,6,2,7,1
766d0,female,Other,United Kingdom,29,29,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,558,1,7,2.3333333333333335,7,1.5,5.714285714285714,2,2,3,7,7,7,1,1,5,1,1,1,1,1,3,2,1,1,1,1,7,6,1,5,7,4,7,4,7,7,6,6,6,7,1,7,1,6,1,6,7,1,3,3,4,4,6,1,7,1
d703c,female,White,United Kingdom,40,40,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,271,1,7,3,7,1.4285714285714286,6.071428571428571,4,1,4,7,7,7,1,1,1,1,2,2,1,2,4,1,1,1,1,1,7,6,1,7,7,5,7,5,7,7,7,6,6,7,1,7,1,7,1,4,7,1,3,3,3,6,5,2,7,1
bfef5,male,White,United States,36,36,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,200,1,7,3,7,2,5.785714285714286,4,1,4,7,7,7,1,7,1,1,1,2,1,4,2,1,1,4,1,1,7,6,1,4,7,4,7,6,7,7,6,6,6,7,1,7,1,7,1,6,7,1,4,4,3,5,7,1,7,1
69e35,male,White,United Kingdom,52,52,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,335,1,7,1.3333333333333333,6.666666666666667,2,5.642857142857143,1,1,2,6,7,7,1,5,5,1,1,1,2,2,1,1,1,5,1,1,7,6,4,3,7,5,7,3,7,7,6,5,5,7,1,7,1,6,2,4,6,2,3,5,2,5,6,2,7,1
e42ee,female,White,United Kingdom,52,52,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,241,2,6,2.3333333333333335,5.666666666666667,1.8571428571428572,5.285714285714286,2,2,3,6,6,5,1,5,2,2,2,1,2,2,2,3,1,1,1,1,5,5,2,5,5,5,7,5,6,7,5,5,5,7,1,7,1,6,1,6,7,1,5,5,3,5,6,2,7,1
b1b93,female,White,United Kingdom,61,61,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,428,1,6,1.3333333333333333,6,2.2857142857142856,5.5,1,1,2,6,6,6,1,7,2,1,1,5,1,4,1,1,1,5,1,1,6,7,1,5,6,4,7,5,5,7,6,6,6,6,1,7,1,7,1,5,7,1,2,2,4,5,5,2,7,1
f6350,female,White,United Kingdom,56,56,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,362,1,6,2.6666666666666665,6,3,5,2,2,4,6,6,6,3,4,4,4,3,1,2,4,3,4,2,5,1,2,5,5,2,4,5,4,6,4,6,6,6,5,6,6,1,6,1,6,1,6,7,1,1,3,1,6,1,4,6,1
15ec6,female,White,United Kingdom,39,39,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,325,1,7,3.3333333333333335,7,1.7142857142857142,5.857142857142857,4,3,3,7,7,7,1,2,1,1,1,1,1,1,7,4,1,1,1,1,7,7,1,6,7,3,7,4,7,7,7,6,6,7,1,7,1,7,1,2,7,2,5,5,4,4,6,5,7,1
49d49,female,Black,United States,57,57,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,671,1,7,4,7,2.9285714285714284,5.642857142857143,4,4,4,7,7,7,4,1,1,3,4,2,3,3,4,4,3,2,2,5,6,6,3,5,4,6,7,6,4,5,6,7,7,7,1,7,1,7,1,6,7,1,4,4,2,7,4,4,7,1
b56de,male,White,United Kingdom,37,37,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,162,1,7,2.3333333333333335,7,1.3571428571428572,5.357142857142857,2,1,4,7,7,7,1,3,2,1,2,1,1,1,2,1,1,1,1,1,6,6,1,1,7,5,7,5,7,7,6,5,5,7,1,7,1,7,1,6,7,1,5,5,2,4,5,3,7,1
6fe9f,female,White,United Kingdom,34,34,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,483,1,5,1,6,1.6428571428571428,5.5,1,1,1,6,6,6,1,6,4,1,1,1,1,1,2,1,1,1,1,1,6,5,4,4,5,5,7,5,7,7,5,5,5,7,1,7,1,7,1,5,7,1,5,5,1,5,4,3,6,1
4b832,male,White,United Kingdom,42,42,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,225,1,7,1.6666666666666667,6.333333333333333,1.7142857142857142,5.285714285714286,1,1,3,7,6,6,1,5,5,1,1,1,1,3,1,1,1,1,1,1,6,5,2,3,6,5,6,5,6,6,6,6,5,7,1,7,1,7,1,5,7,1,3,3,1,5,5,3,7,1
4add9,female,White,United Kingdom,78,78,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,398,1,7,2.6666666666666665,7,2.5,6.071428571428571,2,2,4,7,7,7,1,4,2,2,3,1,2,5,6,4,1,1,1,2,7,6,3,4,6,6,7,6,7,7,7,6,6,7,1,7,1,7,1,5,7,2,2,2,4,5,6,1,7,1
8be71,male,Mixed,United Kingdom,36,36,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,146,1,6,2.3333333333333335,5.666666666666667,1.7142857142857142,4.642857142857143,2,1,4,5,6,6,1,3,4,1,1,1,1,2,2,1,1,3,1,2,5,4,2,4,6,4,5,4,6,6,5,4,5,5,1,6,3,4,1,3,5,3,3,3,4,4,6,1,7,1
d658c,female,White,United Kingdom,30,30,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,752,1,7,3.3333333333333335,6,1.8571428571428572,5.142857142857143,4,2,4,6,7,5,1,1,2,1,1,1,3,1,4,5,1,1,1,3,6,5,1,3,5,4,7,5,7,7,5,5,5,7,1,6,1,6,1,4,6,2,4,4,2,6,5,4,6,1
afc30,female,White,United Kingdom,64,64,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,292,1,1,1,7,1.2857142857142858,6.214285714285714,1,1,1,7,7,7,1,3,1,1,1,1,1,1,1,1,1,3,1,1,7,7,1,7,7,4,7,5,7,7,7,7,7,7,1,7,1,7,1,7,7,1,4,4,1,4,5,1,7,1
56430,female,White,United Kingdom,42,42,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,287,1,6,1.6666666666666667,6.333333333333333,2.5,4.785714285714286,1,2,2,6,7,6,1,5,6,1,1,2,1,1,6,2,1,5,1,2,6,5,1,2,5,3,7,3,7,7,5,5,5,6,1,6,1,7,1,4,6,2,5,5,2,4,5,2,7,1
63105,female,White,United Kingdom,43,43,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,291,1,7,2.6666666666666665,7,1.7142857142857142,5.928571428571429,3,2,3,7,7,7,1,2,2,1,1,1,3,1,3,3,1,2,1,2,7,6,1,5,7,6,6,6,7,7,6,6,6,7,1,7,1,6,2,6,7,2,5,6,5,4,5,1,7,1
6d6c5,female,White,United Kingdom,66,66,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,471,1,5,2,6,2.5714285714285716,5.071428571428571,1,1,4,7,6,5,1,6,2,1,4,1,2,4,4,2,1,5,1,2,5,4,3,4,5,3,7,3,7,7,5,5,6,7,1,7,1,6,1,6,7,2,4,4,4,5,5,4,7,3
98bd6,female,White,United Kingdom,32,32,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,160,2,6,3.3333333333333335,5.333333333333333,3.0714285714285716,5.071428571428571,4,2,4,5,6,5,2,4,4,4,2,4,4,2,5,5,1,3,1,2,5,5,2,4,6,4,6,5,6,6,6,5,5,6,1,6,1,6,1,1,6,1,5,5,4,4,5,2,7,1
b67c9,female,White,United Kingdom,48,48,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,170,1,7,1.6666666666666667,6.333333333333333,1.3571428571428572,5.571428571428571,2,1,2,6,7,6,1,1,5,1,1,1,1,1,2,1,1,1,1,1,6,6,1,4,6,5,7,6,7,7,6,5,5,7,1,7,1,7,1,3,6,2,6,6,4,5,5,2,7,1
787ac,male,White,United Kingdom,46,46,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,266,1,6,1.6666666666666667,5,2.2142857142857144,4.5,2,1,2,5,5,5,1,4,1,1,1,1,1,2,4,6,1,5,1,2,5,4,1,4,4,1,5,2,7,7,6,5,5,7,1,7,1,7,1,4,7,1,1,1,4,4,7,1,7,1
0669e,male,White,United Kingdom,79,79,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,375,1,6,1.6666666666666667,5.666666666666667,1.5,4.5,1,1,3,5,6,6,1,2,2,1,1,1,2,1,2,1,1,3,1,2,5,4,1,4,6,2,4,4,6,7,6,3,5,6,1,7,1,6,1,5,7,1,2,2,2,6,6,1,7,1
1ee4f,female,White,United Kingdom,38,38,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,225,1,7,1,7,1.9285714285714286,5.428571428571429,1,1,1,7,7,7,1,2,2,2,1,2,2,4,2,1,1,4,1,2,6,5,1,5,6,4,7,4,7,7,6,5,6,7,2,6,1,6,1,4,7,2,5,5,2,6,2,2,7,1
dd45b,male,White,United Kingdom,57,57,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,164,2,5,3,4.333333333333333,2.5,4.142857142857143,2,3,4,5,5,3,1,6,3,1,1,1,4,1,3,4,1,5,1,3,3,5,1,2,4,1,6,4,5,6,5,5,5,6,1,6,1,6,1,5,6,2,1,2,1,4,4,3,7,1
c9a08,female,White,United Kingdom,32,32,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,160,1,7,1,7,1.5714285714285714,6.214285714285714,1,1,1,7,7,7,1,4,3,1,1,1,1,2,1,1,1,3,1,1,7,7,1,7,7,5,7,5,7,7,7,6,7,7,1,6,1,7,1,3,6,2,3,3,4,4,6,2,7,1
7f9f1,female,White,United Kingdom,37,37,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,304,1,7,1,6.333333333333333,1.2142857142857142,4.642857142857143,1,1,1,6,7,6,1,4,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,6,3,6,3,7,7,6,5,4,6,1,7,1,7,1,5,6,2,1,1,1,4,5,3,6,1
fa95f,male,White,United Kingdom,62,62,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,252,3,4,3,6,3.7857142857142856,3.2857142857142856,3,3,3,6,6,6,3,6,3,3,2,5,5,5,5,4,1,5,2,4,4,3,1,2,5,2,4,2,5,4,4,3,3,4,1,7,1,5,1,5,7,1,2,2,4,4,6,1,7,1
0fbbe,female,White,United Kingdom,38,38,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,208,1,7,2.3333333333333335,6.666666666666667,2.5714285714285716,6,2,1,4,7,7,6,1,6,1,1,4,1,2,2,5,2,2,6,1,2,7,6,3,5,6,5,7,5,6,7,7,6,7,7,1,7,1,7,1,5,6,2,2,2,2,6,5,2,7,1
39308,female,White,United Kingdom,51,51,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,355,2,5,2,4.333333333333333,2,4.285714285714286,2,2,2,5,4,4,1,2,2,4,1,1,2,1,4,2,1,4,1,2,4,4,1,4,5,1,7,1,6,7,5,4,4,7,1,7,1,7,1,5,7,2,4,4,4,4,3,1,6,2
80994,non-binary,White,United Kingdom,29,29,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,217,2,7,2.6666666666666665,7,2.4285714285714284,5.357142857142857,3,2,3,7,7,7,1,5,3,1,2,2,2,5,3,2,1,5,1,1,7,3,1,5,7,3,7,5,7,7,5,6,5,7,1,7,1,6,1,5,6,2,5,3,3,5,5,3,6,1
81c76,female,White,United Kingdom,61,61,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,196,1,6,1,6,2,4.571428571428571,1,1,1,6,6,6,1,7,5,1,1,1,1,1,1,1,1,5,1,1,5,6,1,1,6,2,7,2,6,6,5,5,6,6,1,7,1,6,1,4,7,1,2,5,3,5,5,1,7,1
61d1c,female,White,United Kingdom,60,60,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,187,2,6,4,7,1.8571428571428572,6.714285714285714,4,4,4,7,7,7,1,1,1,1,1,1,1,1,7,7,1,1,1,1,7,7,6,6,7,6,7,6,7,7,7,7,7,7,1,7,1,6,1,5,7,1,4,4,4,4,4,4,7,1
f82e1,female,White,United Kingdom,57,57,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,1960,1,1,1,3,1.0714285714285714,3.7857142857142856,1,1,1,3,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,4,1,6,2,7,7,2,5,3,6,1,7,1,6,1,6,7,1,1,1,1,7,6,3,7,1
a73c5,male,White,United Kingdom,41,41,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,356,1,7,2.6666666666666665,5.666666666666667,1.7142857142857142,6,3,1,4,5,7,5,1,2,3,2,1,1,2,1,3,2,1,2,1,2,6,6,5,4,6,5,6,6,7,7,6,6,7,7,1,7,2,6,1,6,6,2,4,4,2,3,5,1,7,1
04bc8,male,White,United Kingdom,44,44,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,185,4,7,2,7,1.6428571428571428,5.785714285714286,1,1,4,7,7,7,1,4,1,1,1,1,1,1,4,1,1,4,1,1,7,5,1,1,7,4,7,7,7,7,7,7,7,7,1,7,1,7,1,7,7,1,7,7,7,1,7,1,7,1
04843,male,White,United Kingdom,50,50,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,384,1,6,2.3333333333333335,6.333333333333333,1.6428571428571428,5.357142857142857,2,1,4,6,7,6,1,5,1,1,1,1,1,2,4,1,1,2,1,1,6,5,2,4,6,5,7,4,6,7,6,5,5,7,1,7,2,7,1,4,6,2,6,5,1,5,5,3,6,1
7c270,female,White,United Kingdom,47,47,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,138,1,6,1,5.666666666666667,2.0714285714285716,4.857142857142857,1,1,1,6,7,4,1,7,1,1,1,1,1,5,1,1,1,6,1,1,7,6,1,1,4,3,7,3,7,7,4,6,5,7,1,7,1,7,1,4,7,1,1,1,2,4,5,1,7,1
3bc42,male,White,United Kingdom,44,44,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,344,1,5,1,5,1.4285714285714286,4.857142857142857,1,1,1,5,5,5,1,1,7,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,4,3,6,3,7,7,5,4,4,7,1,6,1,7,1,4,6,2,5,7,4,3,4,1,7,1
5e3ad,female,White,United Kingdom,40,40,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,971,1,7,1,7,2.7142857142857144,6.357142857142857,1,1,1,7,7,7,1,6,5,2,1,5,1,6,1,1,1,6,1,1,7,7,2,7,7,6,6,6,7,7,7,6,7,7,1,7,1,7,1,4,7,1,1,1,1,6,1,5,7,1
fcabd,male,White,United Kingdom,65,65,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,253,1,1,3,6.666666666666667,1.7857142857142858,5.714285714285714,4,1,4,7,7,6,1,1,4,1,1,1,1,2,4,2,1,4,1,1,7,7,1,3,6,5,7,6,7,7,6,5,6,7,1,4,1,7,1,7,7,1,4,5,4,3,6,2,7,1
9bf3e,male,White,United Kingdom,61,61,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,182,1,6,2,6,1.9285714285714286,4.714285714285714,1,1,4,6,6,6,1,7,1,1,1,1,1,2,1,1,1,7,1,1,6,5,1,1,5,1,7,4,7,7,6,5,5,6,1,7,2,7,1,5,6,1,4,4,4,4,4,1,7,1
2e65b,female,White,United Kingdom,57,57,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,151,1,6,1,6,1,6.428571428571429,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,4,4,7,6,7,6,7,7,7,7,7,7,1,7,1,7,1,4,7,1,1,1,5,4,7,1,7,1
9e8e6,male,White,United Kingdom,79,79,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,207,1,7,1,7,1.8571428571428572,6.214285714285714,1,1,1,7,7,7,1,1,7,1,1,1,6,1,1,1,1,1,1,2,7,6,3,4,7,4,7,7,7,7,7,7,7,7,1,7,1,7,1,6,7,1,4,4,4,4,2,2,7,1
4e0c0,female,White,United Kingdom,29,29,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,182,1,7,1,7,1.2857142857142858,5.928571428571429,1,1,1,7,7,7,1,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,5,7,5,6,5,7,7,7,5,7,7,1,7,1,7,1,5,7,1,5,5,1,5,4,4,7,1
64947,female,White,United Kingdom,33,33,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,237,1,7,1.3333333333333333,7,1.3571428571428572,5.5,1,1,2,7,7,7,1,2,5,1,1,1,1,1,1,1,1,1,1,1,5,6,6,5,5,5,5,5,6,6,5,6,6,6,1,7,1,7,2,3,7,3,6,6,5,5,5,1,7,1
e0262,male,White,United Kingdom,39,39,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,273,1,7,1.3333333333333333,6.333333333333333,1.9285714285714286,5.5,1,1,2,6,7,6,1,3,4,1,1,4,1,3,2,1,1,3,1,1,5,6,3,4,6,5,6,5,7,7,6,5,5,7,1,7,1,6,1,5,6,2,3,2,3,3,5,3,7,1
ecc93,male,White,United Kingdom,66,66,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,426,3,7,3,6.666666666666667,3,5.642857142857143,3,2,4,6,7,7,2,5,1,1,4,3,5,4,3,3,2,3,2,4,4,6,5,4,5,5,7,6,6,7,5,6,6,7,2,7,1,6,3,6,7,2,3,5,5,3,6,1,7,1
d94f1,female,White,United Kingdom,64,64,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,319,1,7,1,7,1.7142857142857142,6.571428571428571,1,1,1,7,7,7,1,7,1,1,1,1,1,1,1,1,1,5,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,6,7,1,5,6,4,4,7,1,7,1
b0d97,male,White,United Kingdom,33,33,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,237,1,6,1,6.333333333333333,1.5,5.5,1,1,1,7,6,6,1,6,2,1,1,1,1,1,2,1,1,1,1,1,6,7,1,4,6,4,5,6,7,7,6,6,5,7,1,6,1,7,1,3,7,2,5,5,1,5,6,2,7,2
e3b9f,female,White,United Kingdom,54,54,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,227,1,6,1,5.333333333333333,2.357142857142857,4.857142857142857,1,1,1,6,6,4,1,7,4,1,1,1,1,6,1,1,1,6,1,1,5,6,1,1,5,1,7,4,6,7,6,6,6,7,1,7,1,7,1,7,7,1,2,6,2,1,4,2,7,1
ccb90,male,White,United Kingdom,23,23,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,201,1,4,2.3333333333333335,5,1.9285714285714286,3.642857142857143,3,1,3,5,5,5,1,3,6,1,1,1,1,1,4,3,1,1,1,2,3,2,2,1,4,2,6,3,5,7,3,3,4,6,1,7,1,5,2,4,7,1,4,4,3,3,6,2,7,1
9790d,female,White,United Kingdom,43,43,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,213,1,6,2,6.333333333333333,3,6.214285714285714,1,1,4,6,7,6,1,7,5,1,1,7,1,7,1,1,1,7,1,1,7,7,3,6,7,6,7,5,7,7,6,6,6,7,1,7,2,7,1,5,7,1,5,4,2,6,2,2,6,2
53225,female,White,United Kingdom,27,27,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,218,1,7,1.3333333333333333,7,2.2857142857142856,5.285714285714286,1,1,2,7,7,7,1,3,1,1,1,2,2,2,6,7,1,1,1,3,7,3,1,3,7,3,7,5,7,7,7,3,7,7,1,7,1,7,1,2,7,2,5,3,2,6,4,2,7,1
d0eaf,female,White,United Kingdom,48,48,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,222,1,7,1.3333333333333333,7,1.7142857142857142,6.285714285714286,1,1,2,7,7,7,1,5,1,1,2,1,1,1,2,1,1,5,1,1,7,7,2,5,7,5,7,6,7,7,7,7,7,7,1,7,1,7,1,5,6,2,7,7,3,4,6,1,7,1
d9a30,female,White,United Kingdom,32,32,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,354,1,7,1,7,1.4285714285714286,5.928571428571429,1,1,1,7,7,7,1,4,4,1,1,1,1,1,1,1,1,1,1,1,7,7,1,4,7,4,7,4,7,7,7,7,7,7,1,7,1,7,1,1,7,1,4,4,3,5,5,3,6,1
f6136,female,White,United Kingdom,29,29,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,217,1,5,1,5,1.2857142857142858,4.5,1,1,1,5,5,5,1,3,2,1,1,1,1,1,1,2,1,1,1,1,5,3,3,4,5,3,4,4,6,7,5,3,5,6,1,6,2,6,2,5,5,3,6,6,5,3,6,2,7,1
3d7fb,male,White,United Kingdom,59,59,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,300,1,6,1.3333333333333333,6.333333333333333,1.2142857142857142,5.857142857142857,1,1,2,7,6,6,1,1,2,1,1,1,3,1,1,1,1,1,1,1,6,6,1,4,7,5,7,6,7,7,6,7,6,7,1,7,1,6,1,5,7,1,2,3,3,6,3,1,7,1
86621,female,White,United Kingdom,42,42,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,212,1,5,1,6.333333333333333,1.4285714285714286,5.642857142857143,1,1,1,6,6,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1,5,6,2,4,6,6,6,6,7,7,6,6,6,6,1,7,2,6,1,5,7,2,5,5,2,6,4,4,7,1
fbae8,female,White,United Kingdom,26,26,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,358,1,7,1,7,1.6428571428571428,6.142857142857143,1,1,1,7,7,7,1,5,5,1,1,1,1,1,1,1,1,2,1,1,7,7,1,5,7,5,7,5,7,7,7,7,7,7,1,5,1,7,1,4,6,2,6,6,3,5,3,2,6,1
958f5,female,White,United Kingdom,23,23,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,178,1,6,3,6.666666666666667,2,5,4,1,4,6,7,7,1,5,1,1,4,1,1,1,4,2,1,4,1,1,5,4,1,1,6,1,7,4,7,7,7,6,7,7,1,7,1,7,1,2,6,2,4,4,4,4,6,2,7,1
334ba,female,White,United Kingdom,35,35,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,213,1,7,2.6666666666666665,5.666666666666667,2,5.428571428571429,2,2,4,6,7,4,1,4,2,3,2,2,2,2,2,1,1,3,1,2,7,4,2,4,6,5,7,4,6,7,7,5,5,7,1,7,2,7,1,4,6,2,4,4,2,2,5,3,7,1
46ba3,male,White,United Kingdom,63,63,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,265,4,6,4,4,2.2857142857142856,4.071428571428571,4,4,4,4,4,4,1,1,2,1,4,1,4,1,4,3,1,4,2,3,6,4,2,2,5,1,4,1,5,7,4,5,5,6,1,7,1,7,1,6,7,1,1,2,1,2,5,2,7,1
8e155,female,White,United Kingdom,42,42,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,201,1,7,1,7,2,6.571428571428571,1,1,1,7,7,7,1,5,7,1,1,1,1,1,1,1,1,5,1,1,7,7,4,6,7,7,7,7,7,7,7,5,7,7,1,7,1,7,1,6,7,1,1,1,1,6,4,4,7,1
ab378,male,White,United Kingdom,54,54,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,273,1,7,2.3333333333333335,7,2.7857142857142856,5.642857142857143,3,1,3,7,7,7,1,2,2,2,3,3,6,3,6,2,1,2,1,5,7,5,2,3,6,5,7,5,7,7,6,6,6,7,1,7,1,6,1,5,6,2,3,3,4,1,6,2,7,1
8c3be,male,White,United States,47,47,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,149,1,7,1,7,1.2142857142857142,5.357142857142857,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7,4,1,5,6,4,7,4,7,7,6,5,5,7,1,7,1,7,1,4,7,1,2,4,1,6,4,2,7,1
8a4d7,male,White,United States,36,36,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,326,1,7,1,7,1.4285714285714286,6.142857142857143,1,1,1,7,7,7,1,5,1,1,1,1,1,2,1,1,1,2,1,1,6,7,2,5,7,6,7,6,7,7,7,6,6,7,1,7,1,7,1,2,7,1,3,5,7,1,7,1,7,1
8ca46,male,White,United States,27,27,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,369,1,7,1,7,1.4285714285714286,6.285714285714286,1,1,1,7,7,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1,7,7,1,4,7,7,6,7,7,7,7,7,7,7,1,7,1,6,1,5,7,1,6,6,5,7,6,1,7,1
56b79,female,White,United Kingdom,33,33,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,329,1,7,2,6.666666666666667,2,5.5,3,1,2,6,7,7,1,4,6,1,1,2,1,3,2,1,1,3,1,1,6,4,2,3,6,5,7,5,7,7,7,5,6,7,1,6,1,5,1,3,6,2,5,3,1,4,5,3,7,1
accb4,male,White,United Kingdom,53,53,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,245,1,7,1.3333333333333333,7,2.642857142857143,6,1,1,2,7,7,7,1,6,4,3,2,3,2,3,3,2,1,5,1,1,7,6,4,5,6,5,7,6,7,7,6,6,6,6,1,7,1,7,1,5,7,1,5,5,4,5,5,2,6,1
82b82,male,White,United Kingdom,68,69,-1,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,1855,2,7,1.3333333333333333,6.666666666666667,2.4285714285714284,5.928571428571429,1,1,2,7,7,6,1,6,5,2,1,5,1,6,1,2,1,1,1,1,6,5,2,5,6,6,7,6,7,7,7,6,6,7,1,7,1,6,1,6,7,7,5,5,3,5,4,1,7,1
