participant_id,gender,ethnicity,country,age,age_prolific,age_diff,global_check,attention_check1_numeric,attention_check2_numeric,attention_check1,attention_check2,attention_check3,self_exclude,bot_check,completeness_check,age_check,completion_time_check,completion_time,desirability_poop,desirability_chocolate,classic_poop,classic_chocolate,original_poop,original_chocolate,classic_poop_pos_neg,classic_poop_pleasant_unpleasant,classic_poop_good_bad,classic_chocolate_pos_neg,classic_chocolate_pleasant_unpleasant,classic_chocolate_good_bad,original_poop_like,original_poop_attention_capturing,original_poop_unusual,original_poop_figure_out,original_poop_positive,original_poop_fixtated,original_poop_look_away,original_poop_focused,original_poop_negative,original_poop_disgusting,original_poop_appealing,original_poop_eye_catching,original_poop_attractive,original_poop_avoid_looking,original_chocolate_like,original_chocolate_attention_capturing,original_chocolate_unusual,original_chocolate_figure_out,original_chocolate_positive,original_chocolate_fixtated,original_chocolate_look_away,original_chocolate_focused,original_chocolate_negative,original_chocolate_disgusting,original_chocolate_appealing,original_chocolate_eye_catching,original_chocolate_attractive,original_chocolate_avoid_looking,pedophile,love,murder,vacation,racist,shrewd,honest,dishonest,mcdonalds,burgerking,conservatives,liberals,girls_skirts,boys_skirts,cats_legs,fish_legs
02534,female,White,United Kingdom,33,33,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,281,1,6,1,7,2.9285714285714284,4.642857142857143,1,1,1,7,7,7,1,7,7,4,1,5,1,3,1,1,1,6,1,2,5,4,2,1,6,3,6,4,7,7,5,3,5,7,1,7,1,7,1,6,7,1,3,1,3,3,2,1,7,1
22fcb,female,White,United Kingdom,42,42,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,348,1,7,2.3333333333333335,7,1.5,5.071428571428571,2,1,4,7,7,7,1,5,2,1,1,1,1,1,1,2,1,1,1,2,7,5,1,1,6,2,7,3,7,7,7,5,6,7,1,7,1,6,1,4,7,1,2,2,2,5,3,2,7,1
9a0c6,male,White,United Kingdom,39,41,-2,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,705,1,7,1.3333333333333333,6.666666666666667,1.7142857142857142,6.214285714285714,1,1,2,7,7,6,1,6,1,1,1,4,1,1,1,1,1,2,1,2,7,6,3,6,7,6,7,5,7,7,7,6,6,7,1,6,2,7,2,5,6,2,5,5,5,5,6,2,7,1
77959,female,White,United Kingdom,60,60,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,263,1,3,2.3333333333333335,3.3333333333333335,2.2142857142857144,2.857142857142857,1,2,4,3,3,4,2,4,1,2,2,1,4,1,4,4,1,1,1,3,3,1,1,2,2,1,4,1,5,7,3,3,3,4,1,4,1,6,1,5,6,1,1,1,1,5,5,1,7,1
8b11b,male,White,United States,42,43,-1,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,549,1,6,2,6.333333333333333,1.7857142857142858,4.357142857142857,2,2,2,6,6,7,1,3,1,1,1,1,2,1,4,3,1,3,1,2,6,2,1,1,5,2,7,3,7,7,5,3,5,7,1,5,1,6,1,4,6,2,5,5,4,4,7,1,7,1
42a32,male,White,United Kingdom,60,60,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,300,1,2,1,6,1.8571428571428572,5.571428571428571,1,1,1,6,6,6,1,1,1,1,1,1,2,2,6,1,1,1,1,6,7,4,4,5,5,4,7,5,7,7,6,5,5,7,1,7,1,6,1,6,7,1,5,3,1,6,6,1,7,1
80a65,male,White,United Kingdom,66,66,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,221,1,6,1,5.333333333333333,1.6428571428571428,5,1,1,1,5,6,5,1,1,7,1,1,1,1,4,1,1,1,1,1,1,5,5,1,4,5,4,5,5,7,7,5,5,5,7,1,6,1,6,1,5,6,1,6,6,5,5,6,1,7,1
ad9af,male,White,United Kingdom,25,25,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,158,1,5,1,5,1.5714285714285714,3.857142857142857,1,1,1,5,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,3,2,5,3,6,6,5,3,5,6,1,7,1,6,1,2,7,1,5,3,2,5,6,2,7,1
29c1a,female,White,United Kingdom,44,44,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,262,1,7,1,7,1.7142857142857142,6.285714285714286,1,1,1,7,7,7,1,7,1,1,1,3,1,3,1,1,1,1,1,1,7,6,2,6,7,6,7,6,7,7,7,6,7,7,1,7,1,7,1,6,6,2,5,5,3,6,3,2,7,1
559a2,female,White,United Kingdom,35,35,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,354,1,6,1,6.333333333333333,2.0714285714285716,5.285714285714286,1,1,1,6,7,6,1,7,6,1,1,1,1,1,1,1,1,5,1,1,5,4,3,1,7,4,7,4,7,7,5,6,7,7,1,7,1,7,1,4,5,1,1,1,1,6,2,1,7,1
cbaf7,male,White,United Kingdom,27,27,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,229,1,7,2,7,2.142857142857143,5.928571428571429,1,1,4,7,7,7,1,3,5,5,1,2,3,4,1,1,1,1,1,1,7,7,1,4,7,5,7,5,7,7,7,6,6,7,1,6,1,6,1,4,6,2,5,6,4,4,3,2,7,1
3b2a7,male,White,United Kingdom,31,31,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,195,1,7,3,7,1.7142857142857142,5.714285714285714,3,2,4,7,7,7,1,1,3,1,1,1,1,1,5,5,1,1,1,1,7,7,1,4,7,4,4,4,7,7,7,7,7,7,1,7,1,7,1,3,7,1,4,4,3,4,6,4,7,1
75ea3,male,White,United Kingdom,54,54,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,188,1,7,1.6666666666666667,7,3.642857142857143,5.714285714285714,2,1,2,7,7,7,2,5,5,3,2,4,2,5,6,6,1,5,2,3,6,6,3,5,6,5,6,6,7,7,6,5,6,6,1,7,1,7,2,5,7,1,5,5,2,4,6,1,7,1
a4a01,male,White,United Kingdom,67,67,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,238,1,7,1,7,1.2857142857142858,5.285714285714286,1,1,1,7,7,7,1,4,1,1,1,1,1,1,1,2,1,1,1,1,7,4,4,5,6,4,4,4,7,7,7,5,4,6,1,6,1,6,1,4,6,1,4,4,3,4,5,2,7,1
c7046,male,White,United Kingdom,57,57,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,340,1,6,1.3333333333333333,6.333333333333333,2.357142857142857,5.928571428571429,1,1,2,6,7,6,1,7,1,1,1,1,1,7,2,1,1,7,1,1,6,6,1,6,6,5,7,6,6,7,7,6,7,7,1,7,1,7,1,7,7,2,4,4,3,4,6,1,7,1
c5043,female,White,United Kingdom,55,55,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,372,1,6,2,5.333333333333333,2.2142857142857144,4.928571428571429,1,1,4,6,6,4,1,7,3,1,1,1,2,1,2,2,1,6,1,2,5,6,2,5,6,2,6,2,4,7,6,6,6,6,1,7,1,6,1,5,6,1,3,3,1,5,4,2,6,1
32c89,male,Asian,United Kingdom,53,53,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,371,1,6,1,6.666666666666667,1.0714285714285714,4.642857142857143,1,1,1,6,7,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,5,1,2,5,2,6,2,7,7,6,5,5,6,1,7,1,7,1,5,7,1,5,5,5,4,7,1,7,1
4ee88,female,White,United States,71,71,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,183,1,7,1,7,1.4285714285714286,6.214285714285714,1,1,1,7,7,7,1,1,1,1,1,1,7,1,1,1,1,1,1,1,7,7,1,4,7,6,7,6,7,7,7,7,7,7,1,7,1,7,1,1,7,1,2,2,6,5,6,2,6,2
21732,female,White,United Kingdom,38,38,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,226,1,1,1,7,1.8571428571428572,6.571428571428571,1,1,1,7,7,7,1,1,1,1,5,1,1,1,5,1,1,5,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,2,7,2,7,1,2,7,1,3,5,2,1,2,2,7,1
69c46,female,Mixed,United States,33,33,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,224,1,6,2,6,2.2142857142857144,5.714285714285714,1,1,4,6,6,6,1,6,1,1,4,1,1,4,3,1,1,5,1,1,6,7,1,5,6,4,7,5,7,7,6,6,6,7,1,5,1,6,1,4,6,1,5,5,2,4,5,1,7,1
f92e1,male,White,United Kingdom,55,55,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,258,1,7,1,6.666666666666667,1,6.214285714285714,1,1,1,7,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,4,2,6,6,7,6,7,7,7,7,7,7,1,7,1,7,1,4,7,1,5,5,3,3,7,1,7,1
02de0,female,White,United Kingdom,37,37,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,142,1,7,1,7,1.2857142857142858,6.214285714285714,1,1,1,7,7,7,1,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,3,5,7,5,7,6,7,7,7,6,6,7,1,7,1,7,1,3,6,2,4,5,1,7,5,3,7,1
24647,male,White,United States,30,30,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,266,1,7,1,6,1.7142857142857142,3.5714285714285716,1,1,1,6,6,6,1,4,5,1,1,1,1,1,1,1,1,4,1,1,4,3,1,1,4,1,7,1,7,7,3,2,2,7,1,7,1,7,1,1,7,1,4,4,7,1,7,1,7,1
79f3f,male,White,United Kingdom,36,36,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,132,1,6,4,6,2.5714285714285716,5.071428571428571,4,4,4,6,6,6,2,5,2,2,4,1,2,2,4,2,2,4,2,2,5,5,2,4,4,5,6,5,6,6,6,5,6,6,1,6,1,6,1,4,6,2,4,4,3,5,4,3,5,2
a4530,male,White,United Kingdom,58,58,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,446,2,6,1.3333333333333333,6.333333333333333,2.0714285714285716,5.571428571428571,1,1,2,6,7,6,1,5,3,1,1,2,2,3,2,2,1,3,1,2,5,6,2,5,6,5,7,5,7,7,5,6,5,7,1,7,1,7,2,6,5,3,3,2,3,4,6,1,7,1
f8c5f,male,White,United States,25,25,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,247,1,7,1,7,1.4285714285714286,6.142857142857143,1,1,1,7,7,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,1,1,7,1,7,1,6,7,1,6,6,5,7,7,1,7,1
ce299,male,White,United States,40,40,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,320,1,7,3,7,1.5714285714285714,6.214285714285714,3,2,4,7,7,7,1,5,1,1,3,1,1,1,3,1,1,1,1,1,7,6,1,7,6,5,7,6,7,7,7,7,7,7,1,7,1,6,1,1,7,1,6,6,4,4,7,1,7,1
0ed74,female,White,United Kingdom,35,35,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,174,1,7,1,6.666666666666667,1.2857142857142858,5.714285714285714,1,1,1,6,7,7,1,5,1,1,1,1,1,1,1,1,1,1,1,1,7,5,3,4,6,5,7,5,7,7,6,5,6,7,1,7,1,7,1,4,7,2,6,6,5,5,5,3,7,1
6cfe7,male,White,United Kingdom,64,64,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,309,1,7,1.3333333333333333,6.333333333333333,1.9285714285714286,4.714285714285714,1,1,2,6,7,6,1,5,1,1,1,1,1,1,4,3,1,5,1,1,7,6,1,2,4,2,7,2,4,7,7,5,5,7,1,5,1,3,3,5,7,1,5,5,7,3,6,1,6,1
2a340,male,White,United Kingdom,33,33,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,186,1,7,3,7,1.1428571428571428,5.857142857142857,4,1,4,7,7,7,1,2,1,1,1,1,1,1,1,1,1,1,1,2,7,6,1,4,7,5,7,5,7,7,7,6,6,7,1,7,1,7,1,4,6,2,2,2,1,4,5,3,7,1
347d9,female,White,United States,42,42,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,399,1,7,1,7,2.642857142857143,6.214285714285714,1,1,1,7,7,7,1,7,5,1,1,5,1,5,1,1,1,6,1,1,7,5,1,6,7,6,7,7,7,7,7,6,7,7,1,7,1,7,4,1,7,1,2,5,5,3,7,1,7,1
a9fd1,female,White,United Kingdom,31,31,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,387,1,7,1.6666666666666667,7,2.2142857142857144,5.714285714285714,1,1,3,7,7,7,1,5,5,1,1,2,2,5,1,1,1,3,1,2,7,6,1,1,7,5,7,5,7,7,7,6,7,7,1,7,1,6,1,3,6,2,6,5,2,6,3,2,7,1
ab6fd,male,Asian,United States,25,25,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,280,1,7,1,7,2.2142857142857144,6.214285714285714,1,1,1,7,7,7,1,7,7,1,1,1,1,1,1,1,1,6,1,1,7,7,1,4,7,6,7,6,7,7,7,7,7,7,1,6,1,7,2,2,6,2,5,5,4,6,6,2,6,2
fcddd,male,White,United Kingdom,31,31,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,194,1,7,2.3333333333333335,7,1.6428571428571428,6.142857142857143,2,1,4,7,7,7,1,3,2,1,2,1,1,2,2,2,1,3,1,1,7,7,4,5,6,6,7,4,7,7,7,6,6,7,1,7,1,7,1,5,7,1,5,5,3,5,5,2,7,1
b5f46,male,White,United Kingdom,56,56,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,289,2,6,2,6,2.5714285714285716,5.214285714285714,2,2,2,6,6,6,1,5,1,1,1,1,3,2,6,5,1,5,1,3,6,5,1,4,5,2,7,5,7,7,6,5,6,7,1,6,1,6,1,5,6,2,3,3,5,3,5,1,7,1
db609,female,White,United States,46,46,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,171,1,6,1,6,1,6.928571428571429,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,6,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,4,7,1,3,3,6,2,7,1,7,1
fdbe4,male,White,United Kingdom,64,64,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,243,1,5,3.3333333333333335,5.333333333333333,3.2857142857142856,4.5,3,3,4,5,6,5,1,5,6,1,2,1,4,4,5,6,1,5,1,4,5,5,1,1,4,2,7,3,7,7,5,5,4,7,1,6,2,7,1,4,6,3,2,6,1,4,7,1,7,1
0a0ef,female,White,United Kingdom,56,56,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,203,1,7,1,7,1,6.071428571428571,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,1,4,7,6,7,6,7,7,7,7,6,7,1,7,1,6,3,5,6,2,3,3,4,4,5,1,7,1
56293,female,White,United Kingdom,40,40,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,373,1,7,1,7,1.4285714285714286,6.571428571428571,1,1,1,7,7,7,1,7,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,4,7,1,4,4,4,2,5,3,7,1
5c3f7,female,White,United States,34,34,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,182,1,6,1,6,1.7857142857142858,5.357142857142857,1,1,1,6,6,6,1,2,5,1,1,3,1,4,1,1,1,2,1,1,6,5,1,1,6,5,7,6,7,7,6,5,6,7,1,7,1,7,1,2,7,1,3,3,3,6,6,3,7,1
0b88b,male,White,United Kingdom,39,39,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,206,1,6,1,5,1.5,4.285714285714286,1,1,1,6,5,4,1,1,7,1,1,1,1,1,1,1,1,2,1,1,5,5,1,1,3,1,7,2,6,6,5,5,6,7,1,7,1,7,1,3,7,1,2,2,1,2,5,2,7,1
cf3db,female,White,United Kingdom,66,66,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,536,1,6,2.6666666666666665,6,2.0714285714285716,5.642857142857143,2,2,4,6,6,6,1,6,2,1,2,1,3,2,3,3,1,1,1,2,6,6,1,5,6,4,7,5,7,7,6,6,6,7,1,7,1,6,1,6,7,1,2,2,2,4,2,6,6,2
be474,male,White,United Kingdom,61,61,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,276,1,7,1,5.666666666666667,1.6428571428571428,6.357142857142857,1,1,1,7,7,3,1,5,4,2,1,1,1,2,1,1,1,1,1,1,7,7,2,5,6,6,7,7,7,7,7,7,7,7,1,7,1,7,1,4,6,1,4,4,2,5,5,3,7,1
dd602,female,White,United Kingdom,34,34,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,451,1,6,3,7,1.2142857142857142,5.928571428571429,4,1,4,7,7,7,1,1,1,1,1,1,1,1,4,1,1,1,1,1,7,7,1,4,7,4,7,4,7,7,7,7,7,7,1,7,1,7,1,4,4,1,7,7,4,4,6,2,6,2
a34cd,female,Asian,United Kingdom,33,33,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,278,1,7,1,7,1.3571428571428572,6.642857142857143,1,1,1,7,7,7,1,1,6,1,1,1,1,1,1,1,1,1,1,1,7,7,2,7,7,7,7,7,7,7,7,7,7,7,1,7,1,6,1,1,7,1,5,4,5,6,5,2,7,1
b2704,female,White,United Kingdom,71,71,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,430,1,6,2.3333333333333335,7,2.2142857142857144,5.714285714285714,2,1,4,7,7,7,1,5,5,4,2,3,1,2,1,1,1,3,1,1,6,6,2,3,6,6,7,5,7,7,6,6,6,7,1,7,1,7,1,2,7,1,6,6,6,5,7,1,7,1
c382d,male,Other,United States,53,57,-4,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,199,1,7,1,7,2.7142857142857144,5.857142857142857,1,1,1,7,7,7,1,6,6,1,1,1,2,1,4,1,7,5,1,1,6,6,1,6,6,4,7,6,7,7,7,6,6,7,1,6,1,6,1,6,6,1,3,3,1,7,5,2,7,1
07074,female,White,United Kingdom,22,22,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,217,1,7,1,7,1.2142857142857142,6.642857142857143,1,1,1,7,7,7,1,2,3,1,1,1,1,1,1,1,1,1,1,1,7,7,3,6,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,3,7,2,6,5,2,5,6,4,7,1
be615,female,Mixed,United Kingdom,29,29,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,230,1,7,1.6666666666666667,7,3.0714285714285716,5,2,2,1,7,7,7,1,6,7,5,1,5,3,3,3,1,1,3,1,3,7,5,1,1,6,3,7,3,7,7,6,5,5,7,1,7,1,7,1,1,5,1,6,5,2,2,2,1,7,1
9a06c,male,White,United Kingdom,39,39,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,354,1,7,1.6666666666666667,6.666666666666667,2,6.214285714285714,1,1,3,7,7,6,2,4,2,4,2,1,1,1,3,1,1,4,1,1,7,7,2,7,7,4,7,4,7,7,7,7,7,7,1,7,1,7,2,3,6,3,4,4,3,4,6,4,7,3
5b102,male,White,United Kingdom,34,34,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,169,1,6,1,6,2.2857142857142856,4.571428571428571,1,1,1,6,6,6,1,7,7,1,1,1,1,1,1,1,1,7,1,1,5,5,1,3,5,1,7,1,7,7,5,5,5,7,1,7,1,6,2,2,6,2,5,5,2,1,6,1,7,1
8b001,female,White,United Kingdom,41,41,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,207,1,7,1,7,1.5,6.285714285714286,1,1,1,7,7,7,1,3,3,3,1,2,1,1,1,1,1,1,1,1,7,7,5,5,7,5,7,7,7,7,5,6,6,7,1,7,1,7,1,4,7,1,4,4,2,6,2,1,7,1
b2ba5,male,White,United Kingdom,30,30,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,387,1,5,2,6.333333333333333,1,4.428571428571429,1,1,4,6,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,1,1,5,3,5,1,7,7,5,4,5,7,1,7,1,6,1,4,6,1,4,4,1,6,5,3,7,1
20f17,female,White,United Kingdom,57,57,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,339,1,7,1,7,1.2857142857142858,6.142857142857143,1,1,1,7,7,7,1,4,2,1,1,1,1,1,1,1,1,1,1,1,7,7,4,4,7,4,7,4,7,7,7,7,7,7,1,7,1,7,1,6,7,1,1,3,1,5,5,2,7,1
c47c5,female,White,United Kingdom,45,45,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,209,1,7,1,7,1.1428571428571428,6.857142857142857,1,1,1,7,7,7,1,1,1,1,1,1,1,1,2,2,1,1,1,1,7,7,5,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,4,4,1,3,3,2,5,6,3,7,1
fe59a,male,White,United Kingdom,66,66,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,235,1,7,1.6666666666666667,6.333333333333333,2.2857142857142856,5.785714285714286,1,1,3,7,7,5,1,1,5,1,1,1,7,1,7,3,1,1,1,1,7,7,3,3,6,6,7,5,7,7,5,5,6,7,1,7,1,7,1,6,7,1,1,1,1,3,1,1,7,1
36e65,female,White,United Kingdom,48,48,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,328,1,7,2,7,2,5.714285714285714,1,1,4,7,7,7,1,6,5,1,1,1,1,1,1,1,1,6,1,1,7,5,1,4,7,4,7,5,7,7,7,5,7,7,1,7,1,7,1,6,6,2,4,4,2,4,1,1,7,1
75b97,male,White,United Kingdom,52,52,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,196,1,7,1.3333333333333333,6.666666666666667,2.5,5.928571428571429,1,1,2,7,7,6,1,7,5,1,1,1,1,7,2,1,1,5,1,1,7,6,3,4,6,5,7,6,7,7,7,5,6,7,1,7,1,7,2,4,7,1,6,6,6,5,4,1,7,1
41be8,female,White,United Kingdom,56,56,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,258,1,1,1,7,1.1428571428571428,6.142857142857143,1,1,1,7,7,7,1,1,1,3,1,1,1,1,1,1,1,1,1,1,7,7,1,7,7,4,7,5,7,7,6,7,7,7,1,7,1,7,4,7,7,1,6,6,6,1,3,1,7,1
6ebc0,male,White,United States,50,50,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,265,1,6,1,6.666666666666667,1.5714285714285714,5.928571428571429,1,1,1,6,7,7,1,1,2,1,4,1,1,1,4,2,1,1,1,1,6,7,1,5,5,6,7,6,7,7,6,6,7,7,1,7,3,6,1,1,7,1,5,5,3,3,7,1,7,1
11a54,male,White,United Kingdom,53,53,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,223,1,7,1,7,1.9285714285714286,6.285714285714286,1,1,1,7,7,7,1,6,7,1,1,1,1,1,1,1,1,3,1,1,7,7,2,5,7,6,7,6,7,7,7,7,7,6,1,7,1,7,1,5,7,1,5,5,5,2,6,2,7,1
ebdbb,female,White,United States,54,54,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,484,1,6,2,6,2.0714285714285716,4.642857142857143,1,1,4,6,6,6,1,6,3,1,4,1,1,1,4,3,1,1,1,1,6,6,1,5,7,6,2,6,7,6,2,5,5,1,1,5,1,7,1,2,7,1,5,5,3,5,5,3,7,1
09d05,male,White,United Kingdom,45,45,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,195,2,6,3,6,3.2142857142857144,4.857142857142857,3,3,3,6,6,6,1,5,5,2,2,2,6,1,3,5,1,5,1,6,6,5,1,2,6,2,7,2,7,7,6,5,5,7,1,7,2,5,1,5,6,1,1,1,1,6,5,3,7,1
a8e48,male,White,United Kingdom,36,36,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,252,1,6,1,6.333333333333333,2.2142857142857144,4.928571428571429,1,1,1,6,7,6,1,6,7,1,1,3,1,2,1,1,1,4,1,1,5,4,4,4,5,3,7,2,7,7,5,4,5,7,1,7,1,6,1,5,6,2,5,5,2,5,4,3,6,1
a8c02,male,White,United Kingdom,48,48,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,402,1,6,1.3333333333333333,6,1.9285714285714286,5,1,1,2,6,6,6,1,4,3,2,1,2,2,2,1,1,1,5,1,1,6,4,1,2,6,4,6,5,6,7,6,5,5,7,1,7,1,5,1,4,7,2,4,6,2,2,4,2,7,1
ec85f,female,White,United Kingdom,33,33,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,171,1,5,2,5.666666666666667,1,3.7142857142857144,1,1,4,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,4,2,4,4,7,7,5,2,2,7,1,7,1,7,1,3,7,2,4,4,5,4,2,1,7,1
8c1b2,male,White,United Kingdom,33,33,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,295,1,7,2,7,1.7142857142857142,6.357142857142857,1,1,4,7,7,7,1,5,5,1,1,2,1,1,2,1,1,1,1,1,7,7,1,5,7,7,7,6,7,7,7,7,7,7,1,7,1,7,1,4,7,1,5,5,1,6,5,2,7,1
073fd,female,White,United Kingdom,61,61,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,263,4,7,2.6666666666666665,7,2.5714285714285716,6.428571428571429,2,2,4,7,7,7,1,4,6,2,2,1,3,2,4,3,2,2,1,3,7,7,4,6,7,6,7,6,7,7,7,6,6,7,1,7,1,6,2,6,7,2,5,5,4,6,3,2,7,1
0adc9,male,White,United Kingdom,42,42,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,249,1,5,2,5,2.7142857142857144,3.7142857142857144,1,1,4,5,5,5,1,7,6,1,4,2,2,4,2,1,1,4,1,2,5,4,2,3,4,2,4,2,6,7,4,3,2,4,1,6,1,6,1,5,6,2,2,2,5,3,6,1,7,1
95ef5,male,Asian,United Kingdom,36,36,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,383,1,7,1,7,1.8571428571428572,6.571428571428571,1,1,1,7,7,7,1,1,7,1,1,1,1,1,1,1,7,1,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,3,6,2,5,6,2,1,7,1,7,1
ec227,male,White,United Kingdom,44,44,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,392,1,6,2,6,2.5714285714285716,5.357142857142857,1,1,4,6,6,6,1,6,6,2,1,3,2,4,1,1,1,6,1,1,6,5,4,2,6,4,7,4,7,7,6,5,5,7,4,7,1,6,2,6,6,2,5,6,2,5,5,2,7,1
8bbf7,male,White,United Kingdom,53,53,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,334,1,7,1.3333333333333333,7,1.5,5.857142857142857,1,1,2,7,7,7,1,6,3,1,1,1,1,1,1,1,1,1,1,1,7,6,1,4,7,6,6,5,7,7,7,6,6,7,1,7,1,7,1,4,7,1,5,5,5,4,7,1,7,1
f7c3c,female,White,United Kingdom,27,27,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,191,1,7,3,7,1.5714285714285714,5.857142857142857,1,1,7,7,7,7,1,6,1,1,1,1,1,2,3,1,1,1,1,1,7,6,1,1,7,6,7,7,7,7,7,6,6,7,1,7,1,7,1,3,6,2,5,2,3,5,7,1,7,1
