StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,age,gender,cp1,cp2,cp3,cc1,cc2,attention check 1 ,cc3,Q33,Q34,Q35,Q36,Q37,9cp1 ,9cp2,9cp3,9cc1,9cc2,attention check 1,9cc3,Q47,Q48,Q49,Q50,Q51,Q30,bot check,screen_width,screen_height,touch_points,pixel_ratio,platform,actualDevice,DeviceIdentifier,UserAgent,scale
23.11.2025 06:49,23.11.2025 07:05,100,985,TRUE,23.11.2025 07:05,R_8lepLAYQ19154qJ,24,female,Very negative,Very unpleasant,Neutral,Positive,Pleasant,Very pleasant,Neutral,Very positive,Very negative,Very positive,Strongly agree,Neutral,,,,,,,,,,,,,"Yes, include my data",,1440,875,0,2,MacIntel,PC,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:141.0) Gecko/20100101 Firefox/141.0,5_point
24.11.2025 06:38,24.11.2025 06:57,100,1144,TRUE,24.11.2025 06:57,R_2OlbCJjLnZBRqFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,672,10,1.5,Win32,Phone,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",
24.11.2025 07:27,24.11.2025 07:29,100,78,TRUE,24.11.2025 07:29,R_8X7DO4eoMecU7WF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,752,10,1.5,Win32,Phone,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",
24.11.2025 08:05,24.11.2025 08:06,100,29,TRUE,24.11.2025 08:06,R_2BcQILtq5yDCdl7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,672,10,1.5,Win32,Phone,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0,
24.11.2025 10:00,24.11.2025 10:01,100,48,TRUE,24.11.2025 10:01,R_8MXKGwJxwES8Rn4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,672,10,1.5,Win32,Phone,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",
24.11.2025 13:57,24.11.2025 14:15,100,1043,TRUE,24.11.2025 14:15,R_8CPfmawNsJrMKQd,21,female,,,,,,,,,,,,,Very negative,Very unpleasant,Slightly bad,Positive,Pleasant,Very bad,Somewhat good,Very positive,Very negative,Very positive,Strongly agree,Neutral,"Yes, include my data",,1536,816,10,1.25,Win32,Tablet,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0,9_point
25.11.2025 00:16,25.11.2025 00:17,100,48,TRUE,25.11.2025 00:17,R_2Ey36Sb84opcYo1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,752,10,1.5,Win32,Phone,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",
24.11.2025 07:25,24.11.2025 07:38,63,770,FALSE,25.11.2025 07:38,R_8ypgQVbKLaTjWqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440,900,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",
24.11.2025 07:38,24.11.2025 07:46,64,463,FALSE,25.11.2025 07:46,R_8iEyGKxifTHKXnG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440,900,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",
25.11.2025 09:03,25.11.2025 09:22,100,1108,TRUE,25.11.2025 09:22,R_866AvelAW3pGoZb,22,Female,Very negative,Very unpleasant,Bad,Positive,Neutral,Very pleasant,Neutral,Very positive,Very negative,Very positive,Strongly agree,Disagree,,,,,,,,,,,,,"Yes, include my data",,1470,849,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",5_point
25.11.2025 13:19,25.11.2025 13:20,100,60,TRUE,25.11.2025 13:20,R_2dY47OJffYr7XWs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,752,10,1.5,Win32,Phone,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0,
25.11.2025 13:24,25.11.2025 13:42,100,1088,TRUE,25.11.2025 13:42,R_8MWAoyiNsiHUp9e,19,female,,,,,,,,,,,,,Somewhat negative,Unpleasant,Neutral,Very positive,Very pleasant,Very bad,Very good,Very positive,Very negative,Very positive,Strongly agree,Neutral,"Yes, include my data",,1440,852,10,2,Win32,Tablet,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",9_point
25.11.2025 14:11,25.11.2025 14:33,100,1279,TRUE,25.11.2025 14:33,R_8EpljA4pXZpTvKj,19,female,,,,,,,,,,,,,Negative,Unpleasant,Neutral,Very positive,Very pleasant,Very bad,Very good,Very positive,Very negative,Very positive,Strongly agree,Neutral,"Yes, include my data",,1536,816,10,1.25,Win32,Tablet,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",9_point
25.11.2025 15:05,25.11.2025 15:24,100,1152,TRUE,25.11.2025 15:24,R_2Ia9M9JGl8GBIwZ,21,female,Very negative,Very unpleasant,Very bad,Positive,Pleasant,Very unpleasant,Good,Very positive,Negative,Very positive,Strongly agree,Neutral,,,,,,,,,,,,,"Yes, include my data",,1440,852,10,2,Win32,Tablet,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",5_point
26.11.2025 09:10,26.11.2025 09:11,100,14,TRUE,26.11.2025 09:11,R_8xFDs2gwaQe6l2v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,720,10,3,Win32,Phone,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",
26.11.2025 12:45,26.11.2025 13:15,100,1777,TRUE,26.11.2025 13:15,R_21HEzfvouxBWcyW,18,female,Negative,Unpleasant,Neutral,Positive,Pleasant,Very unpleasant,Neutral,Very positive,Very negative,Very positive,Strongly agree,Strongly agree,,,,,,,,,,,,,"Yes, include my data",,1920,1032,10,1,Win32,Tablet,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",5_point
27.11.2025 05:33,27.11.2025 05:57,100,1429,TRUE,27.11.2025 05:57,R_2BEU4tQSudU8UU1,21,female,,,,,,,,,,,,,Very negative,Very unpleasant,Bad,Very positive,Very pleasant,Very bad,Good,Very positive,Very negative,Very positive,Strongly agree,Neutral,"Yes, include my data",,1440,823,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Safari/605.1.15",9_point
27.11.2025 08:15,27.11.2025 08:31,100,978,TRUE,27.11.2025 08:31,R_25GCp1lCkV0hNt1,21,female,,,,,,,,,,,,,Very negative,Very unpleasant,Somewhat bad,Positive,Pleasant,Very bad,Somewhat good,Very positive,Very negative,Very positive,Agree,Neutral,"Yes, include my data",,1470,844,0,2,MacIntel,PC,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:145.0) Gecko/20100101 Firefox/145.0,9_point
27.11.2025 08:20,27.11.2025 08:38,100,1038,TRUE,27.11.2025 08:38,R_8XVP1u7fvrVmdHP,19,female,Very negative,Very unpleasant,Very bad,Neutral,Neutral,Neutral,Neutral,Very positive,Very negative,Very positive,Strongly agree,Neutral,,,,,,,,,,,,,"Yes, include my data",,1470,856,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",5_point
27.11.2025 09:09,27.11.2025 09:32,100,1379,TRUE,27.11.2025 09:32,R_2bKEyDLSryTc5wJ,23,female,,,,,,,,,,,,,Somewhat negative,Very unpleasant,Slightly bad,Very positive,Pleasant,Very bad,Very good,Very positive,Very negative,Very positive,Agree,Neutral,"Yes, include my data",,1920,1175,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",9_point
29.11.2025 02:58,29.11.2025 03:17,100,1099,TRUE,29.11.2025 03:17,R_83NTFZ47Knv0zNn,22,female,Negative,Unpleasant,Neutral,Very positive,Very pleasant,Very unpleasant,Good,Very positive,Very negative,Very positive,Strongly agree,Neutral,,,,,,,,,,,,,"Yes, include my data",,1792,1018,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15",5_point
29.11.2025 03:39,29.11.2025 03:43,100,289,TRUE,29.11.2025 03:43,R_81LVtyskhzXfx6j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,672,10,1.5,Win32,Phone,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",
28.11.2025 06:06,28.11.2025 06:21,73,922,FALSE,29.11.2025 06:21,R_8KJaUPlUMAR7vA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440,900,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",
30.11.2025 04:46,30.11.2025 05:05,100,1137,TRUE,30.11.2025 05:05,R_2vitNKDDkcrdxis,21,female,Neutral,Very unpleasant,Neutral,Neutral,Very pleasant,Very pleasant,Neutral,Positive,Very negative,Very positive,Agree,Neutral,,,,,,,,,,,,,"Yes, include my data",,1280,800,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",5_point
01.12.2025 00:23,01.12.2025 00:24,100,62,TRUE,01.12.2025 00:24,R_2TmKUDC174WUHG6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,672,10,1.5,Win32,Phone,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",
01.12.2025 00:19,01.12.2025 00:30,100,635,TRUE,01.12.2025 00:30,R_8erdlKuRt2698en,22,female,,,,,,,,,,,,,Negative,Very unpleasant,Neutral,Slightly positive,Slightly pleasant,Slightly good,Slightly good,Positive,Negative,Very positive,Strongly agree,Neutral,"Yes, include my data",,1194,834,5,2,MacIntel,Tablet,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",9_point
01.12.2025 12:00,01.12.2025 12:22,100,1304,TRUE,01.12.2025 12:22,R_2tlYQHgAiX6HYKV,23,f,,,,,,,,,,,,,Negative,Somewhat unpleasant,Neutral,Somewhat positive,Pleasant,Very bad,Neutral,Very positive,Very negative,Very positive,Strongly agree,Neutral,"Yes, include my data",,1440,900,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",9_point
01.12.2025 13:38,01.12.2025 13:51,100,790,TRUE,01.12.2025 13:51,R_2eWaOL5EgZrgONL,20,Female,Very negative,Very unpleasant,Very bad,Very positive,Very pleasant,Very pleasant,Very good,Very positive,Negative,Very positive,Strongly agree,Strongly disagree,,,,,,,,,,,,,"Yes, include my data",,1440,841,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",5_point
02.12.2025 03:07,02.12.2025 03:08,100,60,TRUE,02.12.2025 03:08,R_2L6mdNhPQi61Vux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,760,10,2,Win32,Phone,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0,
02.12.2025 05:53,02.12.2025 06:21,100,1676,TRUE,02.12.2025 06:21,R_8Edk6qFWVKzNtWN,22,female,,,,,,,,,,,,,Neutral,Unpleasant,Neutral,Neutral,Pleasant,Very bad,Neutral,Positive,Very negative,Very positive,Strongly agree,Neutral,"Yes, include my data",,1440,912,10,2,Win32,Tablet,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",9_point
03.12.2025 05:13,03.12.2025 05:26,100,804,TRUE,03.12.2025 05:26,R_8aaPTwkVkqwBd9n,20,female,Very negative,Very unpleasant,Very bad,Very positive,Very pleasant,Very unpleasant,Good,Very positive,Very negative,Very positive,Strongly agree,Neutral,,,,,,,,,,,,,"Yes, include my data",,1440,852,10,2,Win32,Tablet,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",5_point
03.12.2025 06:09,03.12.2025 06:10,100,45,TRUE,03.12.2025 06:10,R_8mvmU0aTxbrznWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,672,10,1.5,Win32,Phone,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",
03.12.2025 09:07,03.12.2025 09:08,100,71,TRUE,03.12.2025 09:08,R_8dziqL13m6JzbVo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,672,10,1.5,Win32,Phone,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",
03.12.2025 09:17,03.12.2025 09:45,100,1648,TRUE,03.12.2025 09:45,R_2Gw8832rXT8tZHf,42,Female,,,,,,,,,,,,,Negative,Unpleasant,Good,Very positive,Very pleasant,Very bad,Very good,Very positive,Very negative,Very positive,Strongly agree,Neutral,"Yes, include my data",,1470,863,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Safari/605.1.15",9_point
03.12.2025 14:18,03.12.2025 14:32,100,821,TRUE,03.12.2025 14:32,R_2Bmdt0eoHshUZ8t,21,female,Negative,Very unpleasant,Bad,Positive,Very pleasant,Very pleasant,Good,Very positive,Very negative,Very positive,Strongly agree,Neutral,,,,,,,,,,,,,"Yes, include my data",,1440,900,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",5_point
03.12.2025 15:10,03.12.2025 15:12,100,125,TRUE,03.12.2025 15:12,R_2UPVHEkFuw5aMQV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,752,10,1.5,Win32,Phone,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",
03.12.2025 15:41,03.12.2025 16:03,100,1340,TRUE,03.12.2025 16:03,R_2De9ee5wt5aFqGj,32,female,Neutral,Unpleasant,Good,Very positive,Very pleasant,Very unpleasant,Very good,Very positive,Very negative,Very positive,Strongly agree,Neutral,,,,,,,,,,,,,"Yes, include my data",,1180,820,5,2,MacIntel,Tablet,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",5_point
04.12.2025 05:18,04.12.2025 05:43,100,1504,TRUE,04.12.2025 05:43,R_2O02DO0NRvjmP87,21,Female,,,,,,,,,,,,,Neutral,Slightly unpleasant,Neutral,Positive,Pleasant,Very bad,Good,Very positive,Very negative,Very positive,Strongly agree,Neutral,"Yes, include my data",,1448,857,10,1.989583373,Win32,Tablet,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",9_point
03.12.2025 09:03,03.12.2025 09:03,1,34,FALSE,04.12.2025 09:03,R_2fjWUBOxWhA5hUd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,844,5,3,iPhone,Phone,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1",
03.12.2025 09:00,03.12.2025 09:12,56,718,FALSE,04.12.2025 09:12,R_8GlVIpJOs7YKczW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180,820,5,2,MacIntel,Tablet,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",
03.12.2025 09:12,03.12.2025 09:12,1,4,FALSE,04.12.2025 09:12,R_84f5Ryeiik2Bdli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180,820,5,2,MacIntel,Tablet,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",
04.12.2025 09:07,04.12.2025 09:37,100,1795,TRUE,04.12.2025 09:37,R_25mmKPBOguaU31D,20,female,Very positive,Neutral,Good,Very positive,Pleasant,Very unpleasant,Good,Very positive,Very negative,Very negative,Strongly agree,Neutral,,,,,,,,,,,,,"Yes, include my data",,1470,924,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",5_point
04.12.2025 08:55,04.12.2025 09:53,100,3489,TRUE,04.12.2025 09:53,R_8QRkZwJQTSXCCaz,20,female,,,,,,,,,,,,,Very negative,Very unpleasant,Very bad,Very positive,Very pleasant,Very bad,Very good,Very positive,Very negative,Very positive,Agree,Neutral,"Yes, include my data",,1440,912,10,1,Win32,Tablet,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",9_point
03.12.2025 15:19,03.12.2025 15:26,58,375,FALSE,04.12.2025 15:26,R_2bNp4hI7NEoU5ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180,820,5,2,MacIntel,Tablet,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",
03.12.2025 15:40,03.12.2025 15:41,6,57,FALSE,04.12.2025 15:41,R_2CP3tQdL7joOgVj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180,820,5,2,MacIntel,Tablet,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",
05.12.2025 07:18,05.12.2025 07:18,100,11,TRUE,05.12.2025 07:18,R_2mmLWOBNHLSXLeH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,752,10,1.5,Win32,Phone,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",
05.12.2025 09:09,05.12.2025 09:23,100,842,TRUE,05.12.2025 09:23,R_21nblzXxZ5qWCpy,23,female,Neutral,Neutral,Neutral,Positive,Pleasant,Very pleasant,Good,Positive,Very negative,Very positive,Agree,Neutral,,,,,,,,,,,,,"Yes, include my data",,1180,820,5,2,MacIntel,Tablet,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",5_point
06.12.2025 07:27,06.12.2025 07:27,100,6,TRUE,06.12.2025 07:27,R_8E6MgPHZKS3V3AB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,752,10,1.5,Win32,Phone,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0,
06.12.2025 14:45,06.12.2025 15:05,100,1169,TRUE,06.12.2025 15:05,R_2KOvwssZtEMZieQ,26,non binary,,,,,,,,,,,,,Slightly positive,Unpleasant,Slightly good,Very positive,Very pleasant,Very bad,Very good,Very positive,Very negative,Very positive,Strongly agree,Neutral,"Yes, include my data",,1440,900,0,1,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",9_point
06.12.2025 16:04,06.12.2025 16:05,100,22,TRUE,06.12.2025 16:05,R_2IGZ0IBMNKjkZIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,752,10,3,Win32,Phone,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",
08.12.2025 03:24,08.12.2025 03:47,100,1374,TRUE,08.12.2025 03:47,R_8OONyp6d2MRoPio,21,female,,,,,,,,,,,,,Somewhat negative,Unpleasant,Slightly bad,Positive,Very pleasant,Very bad,Somewhat good,Very positive,Very negative,Very positive,Strongly agree,Neutral,"Yes, include my data",,1386,866,5,2.125,Linux armv81,Tablet,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 OPR/93.0.0.0",9_point
08.12.2025 13:24,08.12.2025 13:46,100,1305,TRUE,08.12.2025 13:46,R_24lKY6o1FQcxo0V,21,female,Negative,Unpleasant,Very bad,Positive,Very pleasant,Very unpleasant,Very good,Very positive,Very negative,Very positive,Strongly agree,Strongly agree,,,,,,,,,,,,,"Yes, include my data",,1920,1080,0,1,Win32,PC,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",5_point
11.12.2025 00:40,11.12.2025 01:05,100,1488,TRUE,11.12.2025 01:05,R_8S65CLOgKEjW6Sr,19,female,,,,,,,,,,,,,Neutral,Unpleasant,Neutral,Positive,Pleasant,Neutral,Somewhat good,Very positive,Very negative,Very positive,Strongly agree,Neutral,"Yes, include my data",,1180,820,5,2,MacIntel,Tablet,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",9_point
11.12.2025 04:17,11.12.2025 04:36,100,1160,TRUE,11.12.2025 04:36,R_8kEQaxi0Nv8yfz4,25,female,Negative,Unpleasant,Neutral,Positive,Pleasant,Very unpleasant,Neutral,Positive,Negative,Very positive,Strongly agree,Strongly disagree,,,,,,,,,,,,,"Yes, include my data",,1536,816,10,1.25,Win32,Tablet,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",5_point
11.12.2025 05:30,11.12.2025 05:47,100,1024,TRUE,11.12.2025 05:47,R_805FAnnPAwbMj7m,24,"
M",,,,,,,,,,,,,Neutral,Neutral,Neutral,Slightly positive,Slightly pleasant,Very bad,Slightly good,Very positive,Very negative,Very positive,Strongly agree,Agree,"Yes, include my data",,1366,1024,5,2,MacIntel,Tablet,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",9_point
11.12.2025 07:26,11.12.2025 07:49,100,1405,TRUE,11.12.2025 07:49,R_2hbgoAijqK0DL7Z,22,Female,Negative,Very unpleasant,Neutral,Positive,Pleasant,Very unpleasant,Very good,Positive,Very negative,Very positive,Strongly agree,Neutral,,,,,,,,,,,,,"Yes, include my data",,1440,900,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",5_point
10.12.2025 11:32,10.12.2025 11:53,23,1247,FALSE,11.12.2025 11:53,R_2poiniklHvAsAfc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2560,1392,0,1.5,Win32,PC,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",
12.12.2025 07:18,12.12.2025 07:19,100,54,TRUE,12.12.2025 07:19,R_2tlht72QnGCxQdU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440,900,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",
12.12.2025 13:45,12.12.2025 14:12,100,1570,TRUE,12.12.2025 14:12,R_8k6fnmXZRPk3Mk7,21,female,Positive,Very unpleasant,Bad,Positive,Very pleasant,Very unpleasant,Good,Very positive,Very negative,Very positive,Strongly agree,Strongly agree,,,,,,,,,,,,,"Yes, include my data",,1440,799,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6.1 Safari/605.1.15",5_point
14.12.2025 12:48,14.12.2025 12:49,100,51,TRUE,14.12.2025 12:49,R_2zhZQSDqONeQlFj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,752,10,1.5,Win32,Phone,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",
15.12.2025 04:38,15.12.2025 05:04,100,1518,TRUE,15.12.2025 05:04,R_87eSJBtFPaIyNqc,22,female,,,,,,,,,,,,,Neutral,Neutral,Neutral,Somewhat positive,Somewhat pleasant,Very bad,Good,Positive,Very negative,Very positive,Agree,Neutral,"Yes, include my data",,1440,796,0,2,MacIntel,PC,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",9_point
